"","id","1","2","3","4","5","observer","second_observer","date","start_time","tempf","sky","wind","hear","noise_distance_m","noise_direction","julian","min_after_sun","egforest","decforest","mixforest","woodland","lowshrub","tallshrub","openshrub","tundra","tussock","sparseveg","fen","bog","littoral","barren","water","elev"
"12","COUN_1_14_17",0,0,0,0,0,"DS","KW","2019-06-21","04:34:00",44,"2,3",-0.57951868793824,0,1000,"1000",0.260544835419157,-0.596320519404135,-0.0941163461555435,-0.0646554042501242,-0.0354666340506339,-0.109640998791724,-0.234669561919628,0.190459113619659,0.0342408615049893,-0.417093575307715,3.03920429251826,-0.253180727514998,0.018963324951246,-0.0126328943801781,-0.125861937518609,-0.181440871822721,-0.106398821787759,-0.548844181655284
"13","COUN_1_14_18",0,0,0,0,0,"DS","KW","2019-06-21","07:25:00",48,"3",-0.291631484940034,0,1000,"1000",0.260544835419157,0.121937355720912,-0.0262271722639699,-0.0646554042501242,-0.0905252163287318,-0.109640998791724,-0.194055082551861,0.344051864999505,-0.147982476607147,-0.51791970340975,3.13931137426075,-0.239430087208214,-0.189777205110322,-0.0126328943801781,-0.125861937518609,-0.183600760554311,-0.106398821787759,-0.474174733539196
"14","COUN_1_14_20",0,0,0,0,0,"DS","KW","2019-06-21","04:03:00",41,"0",-0.435575086439137,0,1000,"1000",0.260544835419157,-0.726531011385868,-0.0941163461555435,-0.0646554042501242,-0.0905252163287318,-0.109640998791724,0.137629832284898,-0.118889667328483,0.740356296689517,-0.347386622545814,3.10290879908166,-0.239430087208214,-0.148029099098009,-0.0126328943801781,-0.125861937518609,-0.187920538017489,-0.106398821787759,-0.548431306494198
"15","COUN_1_3_1",0,0,0,0,0,"DS","KW","2019-06-12","04:12:00",44,"2",-0.435575086439137,0,1000,"1000",0.0546285011780098,-0.713929996032797,-0.0941163461555435,-0.0646554042501242,-0.0197356105426059,-0.109640998791724,-0.315898520655161,1.52087519951551,-0.147982476607147,-0.468129022865535,0.5365272489559,-0.258680983637712,-0.0854069400795382,-0.0126328943801781,-0.125861937518609,-0.179280983091132,-0.106398821787759,-0.172636985745282
"16","COUN_1_3_11",0,0,0,0,0,"DS","KW","2019-06-12","07:42:00",52,"1",-0.291631484940034,0,1000,"1000",0.0546285011780098,0.168141078682172,-0.00359744763344542,1.42077380210361,0.381405488912107,-0.0494931864493798,-0.315898520655161,2.00328623553954,-0.0796487248150958,-0.623724899566207,-0.232477151702352,-0.258680983637712,-0.189777205110322,-0.0126328943801781,-0.125861937518609,-0.187920538017489,-0.106398821787759,-0.13023855406928
"17","COUN_1_3_12",0,0,0,0,0,"DS","KW","2019-06-12","06:24:00",48,"1",0.140199319557274,0,1000,"1000",0.0546285011780098,-0.159485320497674,0.0190322769970791,-0.0646554042501242,0.106112577521618,0.0307038966737457,-0.112826123816328,0.603645247613331,2.44870009149079,-0.109636122947187,0.304460832189209,-0.211928806594646,-0.0436588340672245,-0.0126328943801781,-0.125861937518609,-0.187920538017489,-0.106398821787759,0.233410657661576
"18","COUN_1_3_14",0,0,0,0,0,"DS","KW","2019-06-12","07:01:00",49,"1",0.572030124054582,1,1000,"1000",0.0546285011780098,-0.00407279780979819,-0.0941163461555435,2.67166155482254,-0.0905252163287318,-0.109640998791724,-0.072211644448562,0.582012465728845,-0.102426642079113,-0.0772721805934477,0.34996405116307,-0.033170482606454,-0.189777205110322,-0.0126328943801781,-0.125861937518609,-0.136083208459348,-0.106398821787759,0.26500066483516
"19","COUN_1_3_3",0,0,0,0,0,"DS","KW","2019-06-12","09:48:00",56,"1",-0.147687883440932,0,1000,"1000",0.0546285011780098,0.697383723511154,-0.0941163461555435,-0.0646554042501242,-0.0905252163287318,-0.109640998791724,-0.133133363500212,1.14879135110236,-0.147982476607147,-0.297595942001599,0.609332399314078,-0.2339298310855,-0.189777205110322,-0.0126328943801781,-0.125861937518609,-0.1857606492859,-0.106398821787759,0.00631992909249572
"20","COUN_1_3_4",0,0,0,0,0,"DS","KW","2019-06-12","04:53:00",50,"2",0.284142921056377,0,1000,"1000",0.0546285011780098,-0.541716119540827,-0.0941163461555435,0.0917055648397425,2.42643854495574,0.331442958385466,-0.342974840233672,0.876218299357847,0.26202003414516,-0.417093575307715,0.122447956293764,-0.244930343330928,-0.148029099098009,-0.0126328943801781,-0.125861937518609,-0.1857606492859,-0.106398821787759,0.0669500934980145
"21","COUN_1_3_6",0,0,0,0,0,"DS","KW","2019-06-12","09:18:00",56,"1",-0.00374428194182886,0,1000,"1000",0.0546285011780098,0.571373569980444,-0.0941163461555435,0.0917055648397425,-0.0905252163287318,-0.109640998791724,-0.342974840233672,1.43218079378912,-0.147982476607147,-0.272700601729491,0.0314415183460422,-0.239430087208214,-0.189777205110322,-0.0126328943801781,-0.125861937518609,-0.170641428164775,-0.106398821787759,0.223412228495408
"22","COUN_1_3_7",0,0,0,0,0,"DS","KW","2019-06-12","05:25:00",48,"1",0.428086522555479,1,1000,"1000",0.0546285011780098,-0.40730528910807,-0.0941163461555435,-0.0646554042501242,0.0982470657676039,-0.0695424572301611,-0.139902443394839,0.460868887175727,0.26202003414516,-0.0561111413621564,0.26805825701012,0.123586816890884,-0.127155046091852,-0.0126328943801781,-0.125861937518609,-0.136083208459348,-0.106398821787759,0.236411352280385
"23","COUN_1_3_8",0,0,0,0,0,"DS","KW","2019-06-12","08:41:00",54,"1",0.715973725553685,1,1000,"1000",0.0546285011780098,0.415961047292568,-0.0941163461555435,0.0135250802948091,0.027457459981478,-0.109640998791724,-0.342974840233672,1.52520175589241,-0.0340928902870618,-0.354855224627446,0.117897634396378,-0.258680983637712,-0.189777205110322,-0.0126328943801781,-0.125861937518609,-0.187920538017489,-0.106398821787759,-0.0153616413945099
"24","COUN_1_3_9",0,0,0,0,0,"DS","KW","2019-06-12","05:55:00",48,"1",-0.147687883440932,1,1000,"1000",0.0546285011780098,-0.28129513557736,0.0190322769970791,-0.0646554042501242,0.106112577521618,0.0307038966737457,-0.112826123816328,0.603645247613331,2.44870009149079,-0.109636122947187,0.304460832189209,-0.211928806594646,-0.0436588340672245,-0.0126328943801781,-0.125861937518609,-0.187920538017489,-0.106398821787759,0.233410657661576
"25","COUN_2_1_10",0,0,0,0,0,"KW","DS","2019-06-20","08:04:00",59,"0",-0.435575086439137,0,1000,"1000",0.237665242725696,0.285750555310835,-0.0941163461555435,0.0135250802948091,-0.0905252163287318,-0.109640998791724,-0.045135324870051,0.305112857607432,-0.0340928902870618,0.0571626568759326,0.10424666870422,0.181339506179377,-0.148029099098009,-0.0126328943801781,-0.125861937518609,-0.0907255450959751,-0.106398821787759,0.378596256014822
"26","COUN_2_1_12",0,0,0,0,0,"KW","DS","2019-06-20","05:24:00",55,"1",-0.291631484940034,0,1000,"1000",0.237665242725696,-0.386303596852952,-0.0941163461555435,-0.0646554042501242,-0.0669286810666898,-0.109640998791724,0.516698306384052,0.0887850387625773,-0.147982476607147,0.272507350229662,-0.0550145977042939,-0.0689221474040924,-0.106280993085695,-0.0126328943801781,-0.125861937518609,-0.153362318312062,-0.106398821787759,0.175814777504853
"27","COUN_2_1_13",0,0,0,0,0,"KW","DS","2019-06-20","07:37:00",58,"0",-0.291631484940034,0,1000,"1000",0.237665242725696,0.172341417133196,-0.0941163461555435,-0.0646554042501242,-0.0905252163287318,0.0106546258929643,0.509929226489424,-0.164318509285902,0.170908365089091,0.0907713662432778,0.177051819062398,0.376598598535709,-0.148029099098009,-0.0126328943801781,-0.125861937518609,-0.0756063239748507,-0.106398821787759,0.325661835052975
"28","COUN_2_1_16",0,0,0,0,0,"KW","DS","2019-06-20","06:01:00",54,"1",0.284142921056377,0,1000,"1000",0.237665242725696,-0.230891074165076,-0.0941163461555435,-0.0646554042501242,-0.0905252163287318,0.0307038966737457,0.0631699534439929,-0.322237817042646,-0.0113149730230448,-0.312533146164863,-0.0914171728833827,1.22088791337225,-0.189777205110322,-0.0126328943801781,-0.125861937518609,0.40820875190113,-0.106398821787759,0.662786708723953
"29","COUN_2_1_17",0,0,0,0,0,"KW","DS","2019-06-20","07:09:00",57,"0",-0.57951868793824,0,1000,"1000",0.237665242725696,0.0547319405045331,-0.0941163461555435,-0.0646554042501242,-0.0905252163287318,-0.109640998791724,0.0767081132332484,-0.0886037726902034,-0.147982476607147,0.369599177290881,0.113347312498992,0.0548336153569637,-0.189777205110322,-0.0126328943801781,-0.125861937518609,-0.166321650701597,-0.106398821787759,0.659330064812545
"30","COUN_2_1_19",0,0,0,0,0,"KW","DS","2019-06-20","06:31:00",54,"1",-0.00374428194182886,0,1000,"1000",0.237665242725696,-0.104880920634366,0.0869214508886526,-0.0646554042501242,-0.00400458703457792,2.29627149490204,0.300087749755964,0.0606624223127462,0.444243372257296,-0.464394721824719,0.181602140959784,0.448101928130986,0.415570332068226,-0.0126328943801781,-0.125861937518609,0.30021431532167,-0.106398821787759,0.339341007050312
"31","COUN_2_1_2",0,0,0,0,0,"KW","DS","2019-06-20","09:37:00",63,"0",-0.147687883440932,2,50,"210",0.237665242725696,0.676382031256035,-0.0488568968944944,0.248066533929609,0.027457459981478,0.0307038966737457,-0.194055082551861,1.23099592226341,0.444243372257296,-0.194280279872353,-0.114168782370313,-0.258680983637712,-0.127155046091852,-0.0126328943801781,-0.125861937518609,-0.187920538017489,-0.106398821787759,0.0175165564480452
"32","COUN_2_1_5",0,0,0,0,0,"KW","DS","2019-06-20","04:18:00",50,"1",-0.147687883440932,1,300,"159",0.237665242725696,-0.663525934620513,0.0869214508886526,-0.0646554042501242,2.71746247985426,1.49430066367078,-0.214362322235745,0.274826962969152,-0.147982476607147,-0.26772153367507,0.181602140959784,-0.258680983637712,-0.0019107280549109,-0.0126328943801781,-0.125861937518609,-0.0972052112907427,-0.106398821787759,-0.0967967058503601
"33","COUN_2_1_6",0,0,0,0,0,"KW","DS","2019-06-20","08:56:00",62,"0",-0.291631484940034,0,1000,"1000",0.237665242725696,0.504168154764065,-0.0941163461555435,-0.0646554042501242,0.00386092471943606,0.0708024382353084,-0.194055082551861,0.512787563698492,-0.102426642079113,-0.0810064816342638,-0.136920391857244,0.0988356643386725,-0.189777205110322,-0.0126328943801781,-0.125861937518609,0.136062771720891,-0.106398821787759,0.0421283652568139
"34","COUN_2_1_9",0,0,0,0,1,"KW","DS","2019-06-20","04:49:00",56,"1",-0.291631484940034,0,1000,"1000",0.237665242725696,-0.53331544263878,-0.0941163461555435,-0.0646554042501242,-0.0905252163287318,-0.109640998791724,0.394854868280752,-0.246523080446947,-0.147982476607147,0.494075878651419,-0.0777662071912244,-0.00566920199288595,-0.189777205110322,-0.0126328943801781,-0.125861937518609,-0.187920538017489,-0.106398821787759,0.211266835887603
"35","COUN_2_15_1",0,0,0,0,0,"KW","DS","2019-06-28","04:34:00",56,"0",-0.147687883440932,0,1000,"1000",0.420701984273382,-0.621522550110277,-0.0941163461555435,-0.0646554042501242,-0.0905252163287318,-0.109640998791724,0.239166030704314,-0.341707320738683,0.284797951409177,-0.191790745845142,1.56945031966255,0.566357434769329,-0.189777205110322,-0.0126328943801781,-0.125861937518609,-0.125283764801402,-0.106398821787759,1.15150611996164
"36","COUN_2_15_12",0,0,0,0,0,"KW","DS","2019-06-28","07:21:00",67,"0",-0.291631484940034,0,1000,"1000",0.420701984273382,0.0799339712106751,0.0416620016276036,-0.0646554042501242,-0.0905252163287318,0.171048792139215,-0.0925188841324452,-0.144849005589865,1.67425090451422,-0.175608774668272,0.45462145480295,0.401349751087921,2.06462051955461,-0.0126328943801781,-0.125861937518609,0.00646944782553894,-0.106398821787759,0.697027712848808
"37","COUN_2_15_13",0,0,0,0,0,"KW","DS","2019-06-28","06:23:00",60,"0",-0.57951868793824,0,1000,"1000",0.420701984273382,-0.163685658948697,-0.0941163461555435,-0.0646554042501242,-0.0905252163287318,-0.109640998791724,-0.16697876297335,-0.21191062943177,3.45092845110754,0.170436455114022,0.386366626342159,-0.0386707387291675,1.45927298237607,-0.0126328943801781,-0.125861937518609,-0.187920538017489,-0.106398821787759,0.58693993777483
"38","COUN_2_15_16",0,0,0,0,0,"KW","DS","2019-06-28","08:06:00",69,"0",-0.291631484940034,0,1000,"1000",0.420701984273382,0.26894920150674,0.0190322769970791,-0.0646554042501242,-0.0433321458046479,1.77499045460172,0.110553512706387,-0.198930960301079,0.398687537729262,-0.138265764260111,0.113347312498992,0.382098854658423,-0.106280993085695,-0.0126328943801781,-0.125861937518609,0.269975873079421,-0.106398821787759,0.59013807387722
"39","COUN_2_15_17",0,0,0,0,0,"KW","DS","2019-06-28","06:49:00",64,"0",-0.57951868793824,0,1000,"1000",0.420701984273382,-0.0544768592220822,-0.0488568968944944,-0.0646554042501242,-0.0747941928207038,-0.109640998791724,-0.146671523289467,0.417603323406756,5.81983184656532,-0.621235365538996,0.0769447373199032,0.0493333592342501,4.0059074491272,-0.0126328943801781,-0.125861937518609,0.131742994257713,-0.106398821787759,0.238127637426844
"40","COUN_2_15_2",0,0,0,0,0,"KW","DS","2019-06-28","05:04:00",54,"0",-0.00374428194182886,1,100,"160",0.420701984273382,-0.495512396579567,-0.0488568968944944,-0.0646554042501242,-0.0905252163287318,0.39159077072781,-0.072211644448562,-0.121052945516932,1.94758591168242,-0.2515395624982,1.58765160725209,0.0740845117864613,0.415570332068226,-0.0126328943801781,-0.125861937518609,-0.0432079930010127,-0.106398821787759,0.570426065690364
"41","COUN_2_15_4",0,0,0,0,0,"KW","DS","2019-06-28","09:24:00",65,"0",-0.00374428194182886,0,1000,"1000",0.420701984273382,0.596575600686586,-0.0941163461555435,-0.0646554042501242,-0.0905252163287318,0.832674727905,-0.106057043921701,-0.218400463997116,1.83369632536233,0.0023929082772962,0.959707185412808,0.0520834872956069,-0.0645328870733814,-0.0126328943801781,-0.125861937518609,-0.0432079930010127,-0.106398821787759,1.12360252741416
"42","COUN_2_15_5",0,0,0,0,0,"KW","DS","2019-06-28","05:29:00",54,"0",-0.291631484940034,1,293,"266",0.420701984273382,-0.390503935303975,-0.0488568968944944,-0.0646554042501242,-0.0905252163287318,0.39159077072781,-0.072211644448562,-0.121052945516932,1.94758591168242,-0.2515395624982,1.58765160725209,0.0740845117864613,0.415570332068226,-0.0126328943801781,-0.125861937518609,-0.0432079930010127,-0.106398821787759,0.570426065690364
"43","COUN_2_15_7",0,0,0,0,0,"KW","DS","2019-06-28","08:42:00",73,"0",-0.435575086439137,1,64,"93",0.420701984273382,0.420161385743592,-0.00359744763344542,-0.0646554042501242,-0.0511976575586618,1.77499045460172,0.212089711125803,0.0173968585437753,-0.0796487248150958,0.0023929082772962,0.409118235829089,0.0245822066820388,0.311200067037441,-0.0126328943801781,-0.125861937518609,-0.0756063239748507,-0.106398821787759,0.514267229309609
"44","COUN_2_15_8",0,0,0,0,0,"KW","DS","2019-06-28","05:54:00",59,"0",-0.291631484940034,0,1000,"1000",0.420701984273382,-0.285495474028384,-0.0941163461555435,-0.0646554042501242,-0.0905252163287318,-0.109640998791724,0.476083827016285,-0.0691342689941665,1.03646922112174,-0.112125656974398,1.80606705832662,-0.258680983637712,0.206829802006657,-0.0126328943801781,-0.125861937518609,-0.187920538017489,-0.106398821787759,0.479432325235417
"45","COUN_2_17_10",0,0,0,0,0,"KW","DS","2019-06-11","07:55:00",54,"1",-0.147687883440932,1,150,"99",0.031748908484549,0.214344801643432,-0.0941163461555435,-0.0646554042501242,-0.0433321458046479,-0.109640998791724,-0.207593242341117,0.437072827102793,-0.0340928902870618,0.143051580814703,0.227105359933645,-0.101923684140374,-0.0645328870733814,-0.0126328943801781,-0.125861937518609,-0.174961205627954,-0.106398821787759,0.140482330975227
"46","COUN_2_17_11",0,0,0,0,0,"KW","DS","2019-06-11","06:57:00",54,"1",0.572030124054582,1,1000,"1000",0.031748908484549,-0.0292748285159402,-0.0941163461555435,-0.0646554042501242,-0.0905252163287318,-0.109640998791724,0.171475231758037,-0.179461456605042,-0.147982476607147,0.131848677692255,-0.255228761189283,0.665362044978174,-0.189777205110322,-0.0126328943801781,-0.125861937518609,0.00214967036236052,-0.106398821787759,0.448943654597763
